conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.90086E+18,Sat Mar 15 12:05:27 +0000 2025,1,@__PASMANTAP Anggaran efesiensi,1.90088E+18,,__PASMANTAP,in,,0,0,0,https://x.com/DMieaceh80579/status/1900881023258521852,1.81351E+18,DMieaceh80579
1.9008E+18,Sat Mar 15 11:52:50 +0000 2025,1,@CNNIndonesia luar biasa masih sempat-sempatnya g lar rapat di hotel di tengah seruan Presiden soal efesiensi anggaran,1.90088E+18,,CNNIndonesia,in,,0,0,0,https://x.com/demokrasi_ruwet/status/1900877850238218320,1.84177E+18,demokrasi_ruwet
1.90075E+18,Sat Mar 15 05:58:53 +0000 2025,138,@inilahdotcom Katanya efesiensi anggaran..koq rombongan. https://t.co/xz4aVzRppv,1.90079E+18,https://pbs.twimg.com/media/GmD1UZuaYAAyTFo.jpg,inilahdotcom,in,,1,0,15,https://x.com/ArjayaDirja/status/1900788776596893830,1.68592E+18,ArjayaDirja
1.90077E+18,Sat Mar 15 05:01:41 +0000 2025,0,Katanya Efesiensi Anggaran ,1.90077E+18,,,in,,0,0,0,https://x.com/FadliRoute83920/status/1900774378977325550,1.8373E+18,FadliRoute83920
1.90074E+18,Sat Mar 15 02:58:00 +0000 2025,25,Ada 2 Hal yg Lucu disini 1.) UU Yg dikebut pdhl banyak UU yg lbh mendesak utk disahkan 2.) Selalu Bicara Efesiensi Anggaran tp Rapatnya dihotel Mewah emang klw di Gedung biasa saja. UU gak bisa disahkan gtu..?? https://t.co/n6P3sIYVzT,1.90074E+18,https://pbs.twimg.com/media/GmDL6f-bcAIs9nE.jpg,,in,"ÜT: -6.1389099,106.7214539",2,5,16,https://x.com/AirinDatangLagi/status/1900743254754423240,228628424,AirinDatangLagi
1.90071E+18,Sat Mar 15 00:57:19 +0000 2025,5,Saat nya 30 jt-an petani hidup sejahtera Penghematan efesiensi anggaran perjalanan dinas diberikan utk bantu petani Ayo bertani generasi muda Indonesia Hidup bebas tanpa atasan Ikuti program transmigrasi utk dapatkan tanah luas 2 Ha jika tdk memiliki tanah garapan https://t.co/CtXewx7Gzr,1.90071E+18,https://pbs.twimg.com/media/GmCwSiJagAAMjmu.jpg,,in,"Kalimantan Barat, Indonesia",0,1,1,https://x.com/IrawanRommi/status/1900712881072861322,1.34899E+18,IrawanRommi
1.90063E+18,Fri Mar 14 19:27:29 +0000 2025,0,Ribet banget dh berapa lagi biaya yg harus di keluarkan buat hal beginian. Tinggal tegasin aja undang-undang dan hukuman perihal koruptor. Eksekusi semua undang2 yg ada biar pada nyahok tu koruptor. Katanya mau efesiensi anggaran ini yg ada nambah bengkak tu anggaran.,1.90063E+18,,,in,,0,1,0,https://x.com/sunmoon9711/status/1900629876165783737,1.63931E+18,sunmoon9711
1.90057E+18,Fri Mar 14 15:30:43 +0000 2025,0,Efesiensi anggaran ganggu bgt anjerrr,1.90057E+18,,,in,she/her,0,0,0,https://x.com/meongphysics/status/1900570294190068079,1.32732E+18,meongphysics
1.90054E+18,Fri Mar 14 13:19:40 +0000 2025,0,Kadang lucu semua narasi dan mimpi2 beliau ini kontradiktif syekaliii. Ramai kebijakan efesiensi anggaran ini malah punya rencana bangun penjara. uang darimane Wak?,1.90054E+18,,,in,,0,0,0,https://x.com/Beryman_J/status/1900537312242795000,1.73787E+18,Beryman_J
1.90053E+18,Fri Mar 14 12:43:18 +0000 2025,1,waah KACAU banget sih ini Prabowo!! Pusat Prestasi Nasional Kemendikdasmen juga kena EFESIENSI ANGGARAN ala Prabowo!! kayanya emang dia cuma mau kasi anak sekolah makan buat perut belaka tapi gak peduli dgn pembangunan kualitas SDM bangsa kedepan.,1.90053E+18,,,in,among beautiful sea,0,0,0,https://x.com/cldio8taa/status/1900528159898083494,1.82148E+18,cldio8taa
1.90048E+18,Fri Mar 14 11:57:53 +0000 2025,7,@mohmahfudmd Perampasan aset saja yg sudah puluhan tahun disuarakan rakyat tak pernah digubris..eh ini malah ngada2..mau ngeluarin anggaran baru buat bikin penjara baru . katanya mau efesiensi...ah omon2 aja inimah,1.90052E+18,,mohmahfudmd,in,,0,0,0,https://x.com/HabliPer70015/status/1900516732290449512,1.71459E+18,HabliPer70015
1.90048E+18,Fri Mar 14 11:56:09 +0000 2025,1,@elsaday__ Kalau menjarakan koruptor tidak memberi manfaat bagi negara buat apa bangun penjara walau di pulau terpencil sekalipun. Efesiensi anggaran kan? https://t.co/LMndHrqobm,1.90052E+18,https://pbs.twimg.com/media/Gl_9f8ubcAAEhht.jpg,elsaday__,in,,0,1,1,https://x.com/Bersinar2023/status/1900516296053415987,1.72594E+18,Bersinar2023
1.90047E+18,Fri Mar 14 10:36:22 +0000 2025,0,@tanyakanrl Nikah di KUA karena sisa uangnya bisa dipakai untuk keperluan lain. Aku suka yang efesien sih kecuali efesiensi anggaran era pragib,1.9005E+18,,tanyakanrl,in,,0,0,0,https://x.com/ambulaninuninu/status/1900496219174219885,1.31713E+18,ambulaninuninu
1.90047E+18,Fri Mar 14 08:43:36 +0000 2025,0,gue makin bingung sama tahun ini tahun lalu yang penting terdata di dtks biaya pendaftaran utbk gratis tahun ini harus terdata dtks desil 1-3 kip aktif 2024 baru gratis katanya ga kena efesiensi anggaran,1.90047E+18,,,in,mochi,0,1,1,https://x.com/noeybakul/status/1900467840999927855,1.80367E+18,noeybakul
1.90011E+18,Fri Mar 14 06:15:11 +0000 2025,0,@tempodotco Pak @prabowo @Gerindra @DPR_RI @FPKSDPRRI apakah ini yang disebut efesiensi anggaran? Anggota TNI aktif boleh juga menjabat di kementerian? Semakin ngaco saja sekarang ini !!!,1.90043E+18,,tempodotco,in,"Kota Surabaya, Jawa Timur",0,0,0,https://x.com/rangkutifuat/status/1900430489392922843,1.60377E+18,rangkutifuat
1.90043E+18,Fri Mar 14 06:12:34 +0000 2025,0,Efesiensi Anggaran Tak Berdampak Pada Bidang Pendidikan https://t.co/mIlZ4DsMt9,1.90043E+18,,,in,,0,0,0,https://x.com/ud24185000/status/1900429829398552707,1.6619E+18,ud24185000
